index,RespondentID,Political_Views,Trust_In_Press,Online_Paid_Access,Impression_With_Access_To_Data,Trump_As_President,Age,Gender,Income,US_Region,StartDate,EndDate
167,6173433324,Liberal,Not Very Much,No,No Change,Strongly Disapprove,18-29,Female,"$25,000-$49,999",East North Central,4/28/2017 13:30,4/28/2017 14:01
168,6173423522,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Middle Atlantic,4/28/2017 13:54,4/28/2017 13:55
169,6173423474,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$50,000-$74,999",West North Central,4/28/2017 13:53,4/28/2017 13:55
170,6173419157,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$125,000-$149,999",Middle Atlantic,4/28/2017 13:52,4/28/2017 13:53
171,6173414540,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",South Atlantic,4/28/2017 13:49,4/28/2017 13:50
172,6173412157,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,East North Central,4/28/2017 13:38,4/28/2017 13:48
173,6173409048,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$200,000 & up",East South Central,4/28/2017 13:46,4/28/2017 13:47
174,6173401687,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$50,000-$74,999",Pacific,4/28/2017 13:41,4/28/2017 13:42
175,6173401397,Conservative,None At All,No,No Change,Strongly Approve,30-44,Male,"$175,000-$199,999",Middle Atlantic,4/28/2017 13:42,4/28/2017 13:42
176,6173400495,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",West North Central,4/28/2017 13:28,4/28/2017 13:42
177,6173394402,Very Conservative,Fair Amount,Yes,Increase Trust,Strongly Approve,30-44,Male,"$100,000-$124,999",East North Central,4/28/2017 13:33,4/28/2017 13:38
178,6173386716,Moderate,Not Very Much,Yes,No Change,Somewhat Disapprove,18-29,Male,"$200,000 & up",South Atlantic,4/28/2017 13:32,4/28/2017 13:34
179,6173385359,Conservative,Not Very Much,No,No Change,Somewhat Approve,18-29,Female,"$100,000-$124,999",West South Central,4/28/2017 13:32,4/28/2017 13:33
180,6173375392,Moderate,None At All,No,Decrease Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,East North Central,4/28/2017 13:25,4/28/2017 13:27
181,6173361506,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$150,000-$174,999",Pacific,4/28/2017 13:17,4/28/2017 13:18
182,6173360291,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$150,000-$174,999",East North Central,4/28/2017 13:16,4/28/2017 13:17
183,6173358925,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Male,"$125,000-$149,999",Pacific,4/28/2017 13:15,4/28/2017 13:17
184,6173357930,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",West South Central,4/28/2017 13:15,4/28/2017 13:16
185,6173355367,Liberal,None At All,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",Pacific,4/28/2017 13:14,4/28/2017 13:15
186,6173354114,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$0-$9,999",West South Central,4/28/2017 13:13,4/28/2017 13:14
187,6173351249,Moderate,None At All,No,Increase Trust,Somewhat Approve,30-44,Female,Prefer Not To Answer,East South Central,4/28/2017 13:10,4/28/2017 13:12
188,6173351142,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 13:11,4/28/2017 13:12
189,6173350935,Moderate,Fair Amount,No,No Change,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Mountain,4/28/2017 13:09,4/28/2017 13:12
190,6173349576,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East North Central,4/28/2017 13:10,4/28/2017 13:11
191,6173343880,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$50,000-$74,999",South Atlantic,4/28/2017 13:06,4/28/2017 13:07
192,6173341073,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Middle Atlantic,4/28/2017 13:05,4/28/2017 13:06
193,6173339800,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Female,"$100,000-$124,999",Pacific,4/28/2017 13:03,4/28/2017 13:05
194,6173338895,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West North Central,4/28/2017 13:01,4/28/2017 13:04
195,6173337062,Conservative,Fair Amount,No,Decrease Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",East North Central,4/28/2017 13:02,4/28/2017 13:03
196,6173336212,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",New England,4/28/2017 13:01,4/28/2017 13:03
197,6173332833,Conservative,None At All,No,No Change,Somewhat Approve,30-44,Female,"$75,000-$99,999",Middle Atlantic,4/28/2017 12:59,4/28/2017 13:00
198,6173328418,Moderate,Not Very Much,No,No Change,Somewhat Approve,18-29,Female,"$25,000-$49,999",East North Central,4/28/2017 12:56,4/28/2017 12:57
199,6173328247,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",Middle Atlantic,4/28/2017 12:56,4/28/2017 12:58
200,6173328036,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",East North Central,4/28/2017 12:56,4/28/2017 12:57
201,6173322454,Very Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,18-29,Male,"$50,000-$74,999",Pacific,4/28/2017 12:52,4/28/2017 12:54
202,6173317125,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",East South Central,4/28/2017 12:49,4/28/2017 12:50
203,6173313704,Moderate,Fair Amount,No,No Change,Somewhat Disapprove,18-29,Female,Prefer Not To Answer,Middle Atlantic,4/28/2017 12:47,4/28/2017 12:48
204,6173311838,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",East South Central,4/28/2017 12:45,4/28/2017 12:47
205,6173311761,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,South Atlantic,4/28/2017 12:46,4/28/2017 12:46
206,6173309021,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",South Atlantic,4/28/2017 12:43,4/28/2017 12:45
207,6173307182,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 12:35,4/28/2017 12:44
208,6173303727,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Pacific,4/28/2017 12:40,4/28/2017 12:41
209,6173300741,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$150,000-$174,999",Pacific,4/28/2017 12:38,4/28/2017 12:39
210,6173299737,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Female,Prefer Not To Answer,East South Central,4/28/2017 12:38,4/28/2017 12:39
211,6173294872,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Male,"$75,000-$99,999",Middle Atlantic,4/28/2017 12:34,4/28/2017 12:35
212,6173294830,Liberal,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,30-44,Female,"$50,000-$74,999",East North Central,4/28/2017 12:34,4/28/2017 12:35
213,6173288870,Very Conservative,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Male,"$125,000-$149,999",East North Central,4/28/2017 12:30,4/28/2017 12:31
214,6173287913,Moderate,None At All,No,Increase Trust,Somewhat Approve,18-29,Female,"$50,000-$74,999",Pacific,4/28/2017 12:30,4/28/2017 12:31
215,6173285402,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$125,000-$149,999",South Atlantic,4/28/2017 12:28,4/28/2017 12:29
216,6173283701,Moderate,Great Deal,No,No Change,Strongly Disapprove,30-44,Female,Prefer Not To Answer,0,4/28/2017 12:26,4/28/2017 12:27
217,6173280348,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",West North Central,4/28/2017 12:24,4/28/2017 12:25
218,6173278692,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Middle Atlantic,4/28/2017 12:22,4/28/2017 12:24
219,6173274230,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",New England,4/28/2017 12:19,4/28/2017 12:20
220,6173274178,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,4/28/2017 12:19,4/28/2017 12:20
221,6173271765,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",South Atlantic,4/28/2017 12:16,4/28/2017 12:18
222,6173268232,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East South Central,4/28/2017 12:12,4/28/2017 12:15
223,6173266509,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$25,000-$49,999",West North Central,4/28/2017 12:13,4/28/2017 12:14
224,6173261956,Moderate,None At All,No,Increase Trust,Somewhat Approve,30-44,Female,"$75,000-$99,999",East North Central,4/28/2017 12:09,4/28/2017 12:10
225,6173260646,Liberal,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Male,"$50,000-$74,999",South Atlantic,4/28/2017 12:08,4/28/2017 12:09
226,6173251477,Very Liberal,None At All,No,Increase Trust,Strongly Disapprove,30-44,Male,Prefer Not To Answer,East North Central,4/28/2017 12:01,4/28/2017 12:02
227,6173249816,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,South Atlantic,4/28/2017 11:52,4/28/2017 12:01
228,6173235846,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West South Central,4/28/2017 11:47,4/28/2017 11:48
229,6173233598,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",South Atlantic,4/28/2017 11:44,4/28/2017 11:46
230,6173226549,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Middle Atlantic,4/28/2017 11:38,4/28/2017 11:39
231,6173218248,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Approve,30-44,Male,"$50,000-$74,999",South Atlantic,4/28/2017 11:30,4/28/2017 11:30
232,6173215531,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West North Central,4/28/2017 11:19,4/28/2017 11:28
233,6173213717,Conservative,Great Deal,No,Increase Trust,Somewhat Approve,30-44,Female,"$150,000-$174,999",East North Central,4/28/2017 11:24,4/28/2017 11:26
234,6173212168,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$200,000 & up",South Atlantic,4/28/2017 11:23,4/28/2017 11:24
235,6173211934,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Female,"$50,000-$74,999",East South Central,4/28/2017 11:23,4/28/2017 11:24
236,6173209913,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$150,000-$174,999",Middle Atlantic,4/28/2017 11:21,4/28/2017 11:22
237,6173200023,Moderate,Fair Amount,No,No Change,Somewhat Approve,30-44,Female,"$0-$9,999",East North Central,4/28/2017 11:10,4/28/2017 11:11
238,6173197031,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",Middle Atlantic,4/28/2017 11:07,4/28/2017 11:08
239,6173196760,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 11:07,4/28/2017 11:08
240,6173194346,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$200,000 & up",South Atlantic,4/28/2017 11:02,4/28/2017 11:05
241,6173193697,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$200,000 & up",West South Central,4/28/2017 11:04,4/28/2017 11:04
242,6173192375,Liberal,Great Deal,No,No Change,Strongly Disapprove,30-44,Male,"$150,000-$174,999",East North Central,4/28/2017 11:02,4/28/2017 11:03
243,6173184103,Moderate,Fair Amount,No,Decrease Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West South Central,4/28/2017 10:53,4/28/2017 10:54
244,6173183587,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",East North Central,4/28/2017 10:52,4/28/2017 10:53
245,6173176326,Very Conservative,None At All,Yes,Increase Trust,Strongly Approve,18-29,Female,Prefer Not To Answer,Middle Atlantic,4/28/2017 10:44,4/28/2017 10:45
246,6173172742,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Male,"$50,000-$74,999",South Atlantic,4/28/2017 10:40,4/28/2017 10:41
247,6173171658,Moderate,Not Very Much,No,No Change,Strongly Approve,18-29,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 10:38,4/28/2017 10:39
248,6173170241,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$125,000-$149,999",East North Central,4/28/2017 10:36,4/28/2017 10:38
249,6173165682,Conservative,None At All,No,Increase Trust,Somewhat Approve,30-44,Male,"$100,000-$124,999",Middle Atlantic,4/28/2017 10:31,4/28/2017 10:32
250,6173164904,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$10,000-$24,999",East North Central,4/28/2017 10:30,4/28/2017 10:31
251,6173164590,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$10,000-$24,999",East North Central,4/28/2017 10:30,4/28/2017 10:31
252,6173163023,Conservative,Fair Amount,No,Increase Trust,Strongly Approve,45-59,Male,Prefer Not To Answer,East South Central,4/28/2017 10:28,4/28/2017 10:29
253,6173162659,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",Pacific,4/28/2017 10:28,4/28/2017 10:29
254,6173161483,Conservative,Fair Amount,No,No Change,Somewhat Approve,60+,Male,"$200,000 & up",Middle Atlantic,4/28/2017 10:25,4/28/2017 10:27
255,6173156574,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",Pacific,4/28/2017 10:20,4/28/2017 10:21
256,6173156098,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",East North Central,4/28/2017 10:19,4/28/2017 10:21
257,6173152835,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Middle Atlantic,4/28/2017 10:15,4/28/2017 10:17
258,6173149858,Moderate,None At All,No,Decrease Trust,Strongly Approve,60+,Male,"$50,000-$74,999",East North Central,4/28/2017 10:12,4/28/2017 10:13
259,6173149453,Conservative,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",East North Central,4/28/2017 10:10,4/28/2017 10:12
260,6173146354,Moderate,Great Deal,No,No Change,Strongly Approve,18-29,Female,"$25,000-$49,999",East North Central,4/28/2017 10:07,4/28/2017 10:08
261,6173137857,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Middle Atlantic,4/28/2017 9:57,4/28/2017 9:58
262,6173136393,Liberal,Great Deal,Yes,No Change,Strongly Disapprove,45-59,Male,Prefer Not To Answer,New England,4/28/2017 9:54,4/28/2017 9:56
263,6173133493,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Female,"$10,000-$24,999",Pacific,4/28/2017 9:50,4/28/2017 9:52
264,6173130075,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,4/28/2017 9:40,4/28/2017 9:48
265,6173126973,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",West South Central,4/28/2017 9:43,4/28/2017 9:44
266,6173119208,Moderate,None At All,Yes,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Pacific,4/28/2017 9:33,4/28/2017 9:34
267,6173118475,Moderate,Great Deal,No,No Change,Strongly Disapprove,60+,Male,"$10,000-$24,999",New England,4/28/2017 9:32,4/28/2017 9:33
268,6173116840,Very Conservative,None At All,No,No Change,Strongly Approve,60+,Male,Prefer Not To Answer,East North Central,4/28/2017 9:30,4/28/2017 9:31
269,6173109031,Conservative,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,60+,Male,"$10,000-$24,999",South Atlantic,4/28/2017 9:20,4/28/2017 9:21
270,6173106606,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$150,000-$174,999",East North Central,4/28/2017 9:17,4/28/2017 9:18
271,6173093933,Conservative,Not Very Much,Yes,Increase Trust,Strongly Approve,60+,Male,"$75,000-$99,999",Pacific,4/28/2017 9:00,4/28/2017 9:01
272,6173091155,Liberal,Not Very Much,No,No Change,Strongly Disapprove,45-59,Male,"$0-$9,999",Mountain,4/28/2017 8:56,4/28/2017 8:58
273,6173087321,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$75,000-$99,999",East South Central,4/28/2017 8:51,4/28/2017 8:53
274,6173080705,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$25,000-$49,999",Pacific,4/28/2017 8:44,4/28/2017 8:45
275,6173077503,Conservative,Great Deal,No,No Change,Somewhat Disapprove,45-59,Male,"$50,000-$74,999",Pacific,4/28/2017 8:40,4/28/2017 8:41
276,6173072870,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",Pacific,4/28/2017 8:34,4/28/2017 8:35
277,6173069168,Conservative,None At All,No,Decrease Trust,Somewhat Approve,45-59,Male,"$75,000-$99,999",South Atlantic,4/28/2017 8:29,4/28/2017 8:31
278,6173066575,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$50,000-$74,999",West North Central,4/28/2017 8:26,4/28/2017 8:27
279,6173058005,Moderate,Not Very Much,No,No Change,Somewhat Approve,30-44,Female,Prefer Not To Answer,Middle Atlantic,4/28/2017 8:14,4/28/2017 8:17
280,6173056852,Very Conservative,None At All,No,Increase Trust,Strongly Approve,45-59,Male,"$125,000-$149,999",West South Central,4/28/2017 8:14,4/28/2017 8:15
281,6173055179,Moderate,Fair Amount,No,Decrease Trust,Somewhat Disapprove,30-44,Female,"$10,000-$24,999",West South Central,4/28/2017 8:11,4/28/2017 8:13
282,6173049872,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$50,000-$74,999",West South Central,4/28/2017 8:05,4/28/2017 8:06
283,6173047611,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Pacific,4/28/2017 8:02,4/28/2017 8:04
284,6173046032,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",Mountain,4/28/2017 8:01,4/28/2017 8:02
285,6173044727,Moderate,Not Very Much,No,No Change,Strongly Disapprove,60+,Male,"$10,000-$24,999",Pacific,4/28/2017 7:59,4/28/2017 8:00
286,6173043014,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$25,000-$49,999",Pacific,4/28/2017 7:56,4/28/2017 7:58
287,6173035898,Very Conservative,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",East South Central,4/28/2017 7:49,4/28/2017 7:49
288,6173035807,Very Liberal,Fair Amount,No,No Change,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Pacific,4/28/2017 7:41,4/28/2017 7:49
289,6173029473,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$25,000-$49,999",New England,4/28/2017 7:37,4/28/2017 7:41
290,6173022606,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,60+,Male,Prefer Not To Answer,Pacific,4/28/2017 7:30,4/28/2017 7:31
291,6173020335,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,4/28/2017 7:24,4/28/2017 7:29
292,6173020112,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Male,"$50,000-$74,999",Pacific,4/28/2017 7:27,4/28/2017 7:28
293,6173018025,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Male,"$200,000 & up",Pacific,4/28/2017 7:24,4/28/2017 7:25
294,6173015762,Moderate,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,"$10,000-$24,999",Pacific,4/28/2017 7:22,4/28/2017 7:22
295,6173011533,Moderate,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$125,000-$149,999",West South Central,4/28/2017 7:15,4/28/2017 7:16
296,6173009344,Moderate,None At All,No,No Change,Somewhat Approve,18-29,Female,"$10,000-$24,999",South Atlantic,4/28/2017 7:12,4/28/2017 7:13
297,6173005642,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West North Central,4/28/2017 7:07,4/28/2017 7:08
298,6173005186,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$125,000-$149,999",Pacific,4/28/2017 7:06,4/28/2017 7:07
299,6173002829,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Middle Atlantic,4/28/2017 7:01,4/28/2017 7:04
300,6172998389,Liberal,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Male,"$25,000-$49,999",South Atlantic,4/28/2017 6:55,4/28/2017 6:57
301,6172996316,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$50,000-$74,999",Pacific,4/28/2017 6:52,4/28/2017 6:54
302,6172995149,Moderate,Fair Amount,No,No Change,Somewhat Approve,18-29,Female,"$25,000-$49,999",Pacific,4/28/2017 6:49,4/28/2017 6:52
303,6172994496,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Male,"$50,000-$74,999",East North Central,4/28/2017 6:50,4/28/2017 6:51
304,6172992620,Very Liberal,Not Very Much,No,Decrease Trust,Somewhat Disapprove,18-29,Female,Prefer Not To Answer,Mountain,4/28/2017 6:47,4/28/2017 6:48
305,6172985110,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Male,"$75,000-$99,999",Pacific,4/28/2017 6:35,4/28/2017 6:37
306,6172982888,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$25,000-$49,999",0,4/28/2017 6:33,4/28/2017 6:34
307,6172979676,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 6:28,4/28/2017 6:29
308,6172975930,Moderate,Fair Amount,No,Decrease Trust,Somewhat Approve,45-59,Male,"$75,000-$99,999",Pacific,4/28/2017 6:21,4/28/2017 6:24
309,6172975411,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$0-$9,999",South Atlantic,4/28/2017 6:22,4/28/2017 6:23
310,6172974992,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 6:21,4/28/2017 6:22
311,6172974212,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,18-29,Female,"$100,000-$124,999",West North Central,4/28/2017 6:20,4/28/2017 6:21
312,6172973518,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Male,"$10,000-$24,999",Middle Atlantic,4/28/2017 6:18,4/28/2017 6:20
313,6172968525,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 6:11,4/28/2017 6:12
314,6172960441,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",Pacific,4/28/2017 5:58,4/28/2017 5:59
315,6172959995,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Male,"$75,000-$99,999",West North Central,4/28/2017 5:56,4/28/2017 5:58
316,6172959501,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 5:56,4/28/2017 5:57
317,6172959467,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$25,000-$49,999",West South Central,4/28/2017 5:56,4/28/2017 5:57
318,6172959087,Moderate,Fair Amount,No,No Change,Strongly Approve,45-59,Male,"$125,000-$149,999",West South Central,4/28/2017 5:55,4/28/2017 5:56
319,6172958402,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",South Atlantic,4/28/2017 5:54,4/28/2017 5:55
320,6172957256,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Male,"$10,000-$24,999",Pacific,4/28/2017 5:51,4/28/2017 5:53
321,6172956371,Conservative,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",West North Central,4/28/2017 5:50,4/28/2017 5:51
322,6172956262,Moderate,None At All,No,Increase Trust,Strongly Approve,30-44,Female,"$25,000-$49,999",Mountain,4/28/2017 5:50,4/28/2017 5:51
323,6172951874,Moderate,None At All,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East North Central,4/28/2017 5:42,4/28/2017 5:43
324,6172950705,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Mountain,4/28/2017 5:40,4/28/2017 5:41
325,6172948597,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$125,000-$149,999",Pacific,4/28/2017 5:36,4/28/2017 5:37
326,6172946555,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Pacific,4/28/2017 5:32,4/28/2017 5:33
327,6172946503,Conservative,None At All,No,No Change,Somewhat Disapprove,30-44,Female,"$125,000-$149,999",Pacific,4/28/2017 5:31,4/28/2017 5:33
328,6172945558,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,4/28/2017 5:22,4/28/2017 5:31
329,6172937766,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Male,Prefer Not To Answer,Pacific,4/28/2017 5:15,4/28/2017 5:17
330,6172936793,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",East North Central,4/28/2017 5:15,4/28/2017 5:15
331,6172936399,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",New England,4/28/2017 5:13,4/28/2017 5:15
332,6172934191,Liberal,Not Very Much,No,Decrease Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Pacific,4/28/2017 5:10,4/28/2017 5:11
333,6172931199,Moderate,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$200,000 & up",Mountain,4/28/2017 5:04,4/28/2017 5:05
334,6172929719,Very Liberal,Not Very Much,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$200,000 & up",Pacific,4/28/2017 5:02,4/28/2017 5:02
