respondentid,political_views,trust_in_press,online_paid_access,impression_with_access_to_data,trump_as_president,age,gender,income,us_region,startdate,enddate,new_york_times,wall_street_journal,usa_today,washington_post,fox_news,breitbart,cnn,buzzfeed,huffington_post,time,us_news_and_world_report,other
6173978380,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Male,"$125,000-$149,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,0,1,1,0
6173925042,Conservative,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,1,0,1,0,0,0,1,0
6173916198,Moderate,None At All,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$100,000-$124,999",East South Central,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,1,"None of them, really. All biased to some degree."
6173886554,Conservative,Not Very Much,Yes,Increase Trust,Strongly Approve,45-59,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6173844521,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Approve,18-29,Male,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,1,0
6173835288,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Male,"$75,000-$99,999",West South Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,1,1,1,1,0
6173811536,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Male,"$200,000 & up",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none of the above
6173793287,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Male,"$100,000-$124,999",Mountain,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,MSNBC
6173790714,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,BBC
6173784706,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,1,1,The Week
6173780585,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Male,"$25,000-$49,999",Mountain,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6173772636,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,1,0,0,NPR
6173761327,Very Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,I read the sources that are used. 
6173761149,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,18-29,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,1,1,0,0
6173750544,Moderate,None At All,Yes,Increase Trust,Somewhat Approve,30-44,Male,"$125,000-$149,999",South Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,"The London Times, "
6173745647,Very Liberal,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$25,000-$49,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173684932,Moderate,Not Very Much,Yes,Increase Trust,Strongly Approve,30-44,Female,"$25,000-$49,999",New England,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6173677940,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,30-44,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,no one
6173667768,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Male,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,1,1,1,1,1,0,1,0,0,1,0,0
6173660763,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Male,"$150,000-$174,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,1,1,1,1,0,0
6173613769,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Male,"$125,000-$149,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"None listed, you should not force an answer here."
6173611865,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Male,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,1,0
6173592306,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$175,000-$199,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None. I feel they all report the news based on their own agenda. 
6173589823,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6173583003,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Male,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6173576606,Conservative,Fair Amount,Yes,No Change,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,0,0,0,0
6173510067,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$100,000-$124,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,0,0,1,1,1,0
6173507362,Very Liberal,Fair Amount,No,No Change,Strongly Disapprove,30-44,Male,"$75,000-$99,999",West South Central,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,1,1,PBS
6173439869,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Male,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,0
6173433324,Liberal,Not Very Much,No,No Change,Strongly Disapprove,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,1,1,1,0,0
6173423522,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,0,1,0,0
6173423474,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6173419157,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$125,000-$149,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,1,1,1,0,0
6173414540,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,0
6173412157,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,0,1,0,0
6173409048,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$200,000 & up",East South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,0
6173401687,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,1,1,1,1,0,0
6173401397,Conservative,None At All,No,No Change,Strongly Approve,30-44,Male,"$175,000-$199,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173400495,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6173394402,Very Conservative,Fair Amount,Yes,Increase Trust,Strongly Approve,30-44,Male,"$100,000-$124,999",East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6173386716,Moderate,Not Very Much,Yes,No Change,Somewhat Disapprove,18-29,Male,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173385359,Conservative,Not Very Much,No,No Change,Somewhat Approve,18-29,Female,"$100,000-$124,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173375392,Moderate,None At All,No,Decrease Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6173361506,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$150,000-$174,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173360291,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$150,000-$174,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NPR
6173358925,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Male,"$125,000-$149,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,0,0,msnbc
6173357930,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173355367,Liberal,None At All,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6173354114,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$0-$9,999",West South Central,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,1,1,0,0
6173351249,Moderate,None At All,No,Increase Trust,Somewhat Approve,30-44,Female,Prefer Not To Answer,East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Honest journalism does not exist.
6173351142,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,NPR
6173350935,Moderate,Fair Amount,No,No Change,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Mountain,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6173349576,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,1,0,0,0
6173343880,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,0
6173341073,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,0
6173339800,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Female,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6173338895,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,0,1,1,0
6173337062,Conservative,Fair Amount,No,Decrease Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,1,0,0
6173336212,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",New England,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,1,0,0
6173332833,Conservative,None At All,No,No Change,Somewhat Approve,30-44,Female,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,OAN
6173328418,Moderate,Not Very Much,No,No Change,Somewhat Approve,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,0,0
6173328247,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,0
6173328036,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,0,1,0
6173322454,Very Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,18-29,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None of the above
6173317125,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",East South Central,2017-04-28,2017-04-28,1,1,1,0,0,0,1,0,0,1,0,NPR
6173313704,Moderate,Fair Amount,No,No Change,Somewhat Disapprove,18-29,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,1,0,0
6173311838,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6173311761,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6173309021,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,ABC News
6173307182,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,1,1,0,0,0,1,0,1,0,0
6173303727,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,0,Guardian
6173300741,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$150,000-$174,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,0,0,0
6173299737,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Female,Prefer Not To Answer,East South Central,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6173294872,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Male,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6173294830,Liberal,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,30-44,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,1,0
6173288870,Very Conservative,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Male,"$125,000-$149,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,1,0,0
6173287913,Moderate,None At All,No,Increase Trust,Somewhat Approve,18-29,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,RT
6173285402,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$125,000-$149,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Read many of them but then do own research
6173283701,Moderate,Great Deal,No,No Change,Strongly Disapprove,30-44,Female,Prefer Not To Answer,0,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,1,1,1,The Atlantic
6173280348,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6173278692,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"NPR, VICE"
6173274230,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,0,0,0
6173274178,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,BBC 
6173271765,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,1,NPR
6173268232,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,0,0
6173266509,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,CBS This Morning
6173261956,Moderate,None At All,No,Increase Trust,Somewhat Approve,30-44,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173260646,Liberal,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Male,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,1,0,1,1,0,0,0,0,0,1,1,0
6173251477,Very Liberal,None At All,No,Increase Trust,Strongly Disapprove,30-44,Male,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,BBC news 
6173249816,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,"Msnbc, cbs"
6173235846,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,1,0
6173233598,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,0,0,1,0,0,0,1,0,0,0,0,0
6173226549,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,1,0,0
6173218248,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Approve,30-44,Male,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6173215531,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6173213717,Conservative,Great Deal,No,Increase Trust,Somewhat Approve,30-44,Female,"$150,000-$174,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,1,1,0,0,0,Click on Detroit
6173212168,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6173211934,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Female,"$50,000-$74,999",East South Central,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,0,0
6173209913,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$150,000-$174,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173200023,Moderate,Fair Amount,No,No Change,Somewhat Approve,30-44,Female,"$0-$9,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,1,0,1,0,1,1,1,0
6173197031,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6173196760,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,0,0,0
6173194346,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,0,0,1,1,1,0
6173193697,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$200,000 & up",West South Central,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,0,0,0,0
6173192375,Liberal,Great Deal,No,No Change,Strongly Disapprove,30-44,Male,"$150,000-$174,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Npr 
6173184103,Moderate,Fair Amount,No,Decrease Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,1,0
6173183587,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Local
6173176326,Very Conservative,None At All,Yes,Increase Trust,Strongly Approve,18-29,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,1,0,0
6173172742,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Male,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,BBC
6173171658,Moderate,Not Very Much,No,No Change,Strongly Approve,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,I don't fully trust any news
6173170241,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$125,000-$149,999",East North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,NPR
6173165682,Conservative,None At All,No,Increase Trust,Somewhat Approve,30-44,Male,"$100,000-$124,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173164904,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173164590,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6173163023,Conservative,Fair Amount,No,Increase Trust,Strongly Approve,45-59,Male,Prefer Not To Answer,East South Central,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6173162659,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,1,1,1,0,0,0,0,1,1,1,0
6173161483,Conservative,Fair Amount,No,No Change,Somewhat Approve,60+,Male,"$200,000 & up",Middle Atlantic,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,1,0,STAR LEDGER 
6173156574,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6173156098,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,1,1,0,0,0,1,0,0,1,1,0
6173152835,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,0
6173149858,Moderate,None At All,No,Decrease Trust,Strongly Approve,60+,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173149453,Conservative,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",East North Central,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,0,0,"NPR, first on the list of most trusted"
6173146354,Moderate,Great Deal,No,No Change,Strongly Approve,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,1,0,0,0,1,0,0,0,0,0,0,0
6173137857,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"bbc, npr"
6173136393,Liberal,Great Deal,Yes,No Change,Strongly Disapprove,45-59,Male,Prefer Not To Answer,New England,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,1,1,1,0
6173133493,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173130075,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,1,0,0,0
6173126973,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6173119208,Moderate,None At All,Yes,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6173118475,Moderate,Great Deal,No,No Change,Strongly Disapprove,60+,Male,"$10,000-$24,999",New England,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6173116840,Very Conservative,None At All,No,No Change,Strongly Approve,60+,Male,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173109031,Conservative,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,60+,Male,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6173106606,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$150,000-$174,999",East North Central,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6173093933,Conservative,Not Very Much,Yes,Increase Trust,Strongly Approve,60+,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,1,1,0,0,0,0,0,0
6173091155,Liberal,Not Very Much,No,No Change,Strongly Disapprove,45-59,Male,"$0-$9,999",Mountain,2017-04-28,2017-04-28,0,0,0,1,1,0,1,0,0,0,1,0
6173087321,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$75,000-$99,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6173080705,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,1,0,0,MSNBC
6173077503,Conservative,Great Deal,No,No Change,Somewhat Disapprove,45-59,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,1,0,1,0,1,0,0,0,0,0
6173072870,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6173069168,Conservative,None At All,No,Decrease Trust,Somewhat Approve,45-59,Male,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none fully accurately and fairly
